protocolSection_identificationModule_nctId,primary_study_duration_days,study_duration_days,study_eq_labels,url,study_duration_months,study_duration_years
NCT01361607,1277.0,1277.0,2,https://clinicaltrials.gov/study/NCT01361607,42.56666666666667,3.5472222222222225
NCT02218047,2371.0,2371.0,4,https://clinicaltrials.gov/study/NCT02218047,79.03333333333333,6.586111111111111
NCT03770403,1210.0,1217.0,2,https://clinicaltrials.gov/study/NCT03770403,40.56666666666667,3.380555555555556
NCT02624518,2074.0,2542.0,4,https://clinicaltrials.gov/study/NCT02624518,84.73333333333333,7.061111111111111
NCT01695135,680.0,2098.0,3,https://clinicaltrials.gov/study/NCT01695135,69.93333333333334,5.827777777777778
NCT02488330,1037.0,1037.0,1,https://clinicaltrials.gov/study/NCT02488330,34.56666666666667,2.880555555555556
NCT02923921,922.0,1100.0,1,https://clinicaltrials.gov/study/NCT02923921,36.666666666666664,3.0555555555555554
NCT01916252,1172.0,1172.0,2,https://clinicaltrials.gov/study/NCT01916252,39.06666666666667,3.255555555555556
NCT04005716,1367.0,1621.0,3,https://clinicaltrials.gov/study/NCT04005716,54.03333333333333,4.502777777777777
NCT05600322,251.0,251.0,0,https://clinicaltrials.gov/study/NCT05600322,8.366666666666667,0.6972222222222223
NCT01638247,2099.0,2099.0,3,https://clinicaltrials.gov/study/NCT01638247,69.96666666666667,5.830555555555556
NCT02557932,1187.0,1488.0,2,https://clinicaltrials.gov/study/NCT02557932,49.6,4.133333333333334
NCT01694966,1126.0,1126.0,1,https://clinicaltrials.gov/study/NCT01694966,37.53333333333333,3.1277777777777778
NCT05629949,976.0,1079.0,1,https://clinicaltrials.gov/study/NCT05629949,35.96666666666667,2.9972222222222222
NCT02322593,1523.0,1978.0,3,https://clinicaltrials.gov/study/NCT02322593,65.93333333333334,5.4944444444444445
NCT01958021,773.0,3376.0,4,https://clinicaltrials.gov/study/NCT01958021,112.53333333333333,9.377777777777778
NCT01606787,2081.0,2081.0,3,https://clinicaltrials.gov/study/NCT01606787,69.36666666666666,5.780555555555555
NCT05301010,1113.0,1113.0,1,https://clinicaltrials.gov/study/NCT05301010,37.1,3.091666666666667
NCT01642472,973.0,1004.0,1,https://clinicaltrials.gov/study/NCT01642472,33.46666666666667,2.788888888888889
NCT05802290,850.0,850.0,1,https://clinicaltrials.gov/study/NCT05802290,28.333333333333332,2.361111111111111
NCT03136328,289.0,289.0,0,https://clinicaltrials.gov/study/NCT03136328,9.633333333333333,0.8027777777777777
NCT02643420,736.0,1016.0,1,https://clinicaltrials.gov/study/NCT02643420,33.86666666666667,2.8222222222222224
NCT03447132,1209.0,1308.0,2,https://clinicaltrials.gov/study/NCT03447132,43.6,3.6333333333333333
NCT01735006,2443.0,2521.0,4,https://clinicaltrials.gov/study/NCT01735006,84.03333333333333,7.002777777777777
NCT02544750,1745.0,1745.0,3,https://clinicaltrials.gov/study/NCT02544750,58.166666666666664,4.847222222222222
NCT02903004,983.0,983.0,1,https://clinicaltrials.gov/study/NCT02903004,32.766666666666666,2.7305555555555556
NCT01360853,1492.0,1675.0,3,https://clinicaltrials.gov/study/NCT01360853,55.833333333333336,4.652777777777778
NCT02754882,568.0,826.0,1,https://clinicaltrials.gov/study/NCT02754882,27.533333333333335,2.2944444444444447
NCT01869413,2771.0,2922.0,4,https://clinicaltrials.gov/study/NCT01869413,97.4,8.116666666666667
NCT02314182,1169.0,1195.0,2,https://clinicaltrials.gov/study/NCT02314182,39.833333333333336,3.3194444444444446
NCT02028832,1095.0,1308.0,2,https://clinicaltrials.gov/study/NCT02028832,43.6,3.6333333333333333
NCT02991209,942.0,942.0,1,https://clinicaltrials.gov/study/NCT02991209,31.4,2.6166666666666667
NCT05279131,183.0,183.0,0,https://clinicaltrials.gov/study/NCT05279131,6.1,0.5083333333333333
NCT01875367,1169.0,1685.0,3,https://clinicaltrials.gov/study/NCT01875367,56.166666666666664,4.680555555555555
NCT02048319,700.0,852.0,1,https://clinicaltrials.gov/study/NCT02048319,28.4,2.3666666666666667
NCT01613651,1844.0,1844.0,3,https://clinicaltrials.gov/study/NCT01613651,61.46666666666667,5.122222222222223
NCT02741258,2283.0,2283.0,4,https://clinicaltrials.gov/study/NCT02741258,76.1,6.341666666666666
NCT01588353,610.0,610.0,0,https://clinicaltrials.gov/study/NCT01588353,20.333333333333332,1.6944444444444444
NCT02654769,212.0,212.0,0,https://clinicaltrials.gov/study/NCT02654769,7.066666666666666,0.5888888888888889
NCT01307579,2644.0,3375.0,4,https://clinicaltrials.gov/study/NCT01307579,112.5,9.375
NCT01999634,1142.0,1142.0,2,https://clinicaltrials.gov/study/NCT01999634,38.06666666666667,3.1722222222222225
NCT02195232,1430.0,1755.0,3,https://clinicaltrials.gov/study/NCT02195232,58.5,4.875
NCT02049515,2385.0,2385.0,4,https://clinicaltrials.gov/study/NCT02049515,79.5,6.625
NCT01364012,615.0,2278.0,4,https://clinicaltrials.gov/study/NCT01364012,75.93333333333334,6.327777777777778
NCT03922997,1135.0,1135.0,2,https://clinicaltrials.gov/study/NCT03922997,37.833333333333336,3.152777777777778
NCT02589821,1435.0,2404.0,4,https://clinicaltrials.gov/study/NCT02589821,80.13333333333334,6.677777777777778
NCT02264990,1871.0,1970.0,3,https://clinicaltrials.gov/study/NCT02264990,65.66666666666667,5.472222222222222
NCT01785849,436.0,457.0,0,https://clinicaltrials.gov/study/NCT01785849,15.233333333333333,1.2694444444444444
NCT01249365,2178.0,2178.0,3,https://clinicaltrials.gov/study/NCT01249365,72.6,6.05
NCT01874587,2353.0,2717.0,4,https://clinicaltrials.gov/study/NCT01874587,90.56666666666666,7.547222222222222
NCT01528488,548.0,578.0,0,https://clinicaltrials.gov/study/NCT01528488,19.266666666666666,1.6055555555555554
NCT02625610,1359.0,1988.0,3,https://clinicaltrials.gov/study/NCT02625610,66.26666666666667,5.522222222222222
NCT02279732,1298.0,1298.0,2,https://clinicaltrials.gov/study/NCT02279732,43.266666666666666,3.6055555555555556
NCT03626948,509.0,510.0,0,https://clinicaltrials.gov/study/NCT03626948,17.0,1.4166666666666667
NCT01462994,1491.0,1582.0,2,https://clinicaltrials.gov/study/NCT01462994,52.733333333333334,4.394444444444445
NCT03687372,276.0,354.0,0,https://clinicaltrials.gov/study/NCT03687372,11.8,0.9833333333333334
NCT02627963,863.0,1854.0,3,https://clinicaltrials.gov/study/NCT02627963,61.8,5.1499999999999995
NCT02196701,955.0,955.0,1,https://clinicaltrials.gov/study/NCT02196701,31.833333333333332,2.6527777777777777
NCT02597478,997.0,1850.0,3,https://clinicaltrials.gov/study/NCT02597478,61.666666666666664,5.138888888888888
NCT03665441,1080.0,1221.0,2,https://clinicaltrials.gov/study/NCT03665441,40.7,3.391666666666667
NCT01460706,792.0,792.0,1,https://clinicaltrials.gov/study/NCT01460706,26.4,2.1999999999999997
NCT02664441,1476.0,1613.0,3,https://clinicaltrials.gov/study/NCT02664441,53.766666666666666,4.480555555555555
NCT02809053,910.0,1087.0,1,https://clinicaltrials.gov/study/NCT02809053,36.233333333333334,3.0194444444444444
NCT02292446,1134.0,1134.0,2,https://clinicaltrials.gov/study/NCT02292446,37.8,3.15
NCT03285490,234.0,586.0,0,https://clinicaltrials.gov/study/NCT03285490,19.533333333333335,1.627777777777778
NCT01601314,1887.0,1887.0,3,https://clinicaltrials.gov/study/NCT01601314,62.9,5.241666666666666
NCT01651949,644.0,644.0,0,https://clinicaltrials.gov/study/NCT01651949,21.466666666666665,1.7888888888888888
NCT03248661,1151.0,1151.0,2,https://clinicaltrials.gov/study/NCT03248661,38.36666666666667,3.1972222222222224
NCT02312258,1586.0,2696.0,4,https://clinicaltrials.gov/study/NCT02312258,89.86666666666666,7.488888888888888
NCT01457040,1522.0,1888.0,3,https://clinicaltrials.gov/study/NCT01457040,62.93333333333333,5.2444444444444445
NCT02163226,2219.0,2219.0,4,https://clinicaltrials.gov/study/NCT02163226,73.96666666666667,6.163888888888889
NCT03826550,169.0,172.0,0,https://clinicaltrials.gov/study/NCT03826550,5.733333333333333,0.4777777777777778
NCT02487225,730.0,914.0,1,https://clinicaltrials.gov/study/NCT02487225,30.466666666666665,2.5388888888888888
NCT01546649,974.0,974.0,1,https://clinicaltrials.gov/study/NCT01546649,32.46666666666667,2.7055555555555557
NCT01556776,1320.0,3100.0,4,https://clinicaltrials.gov/study/NCT01556776,103.33333333333333,8.61111111111111
NCT03476239,672.0,1268.0,2,https://clinicaltrials.gov/study/NCT03476239,42.266666666666666,3.522222222222222
NCT03086148,415.0,503.0,0,https://clinicaltrials.gov/study/NCT03086148,16.766666666666666,1.3972222222222221
NCT02712320,455.0,687.0,1,https://clinicaltrials.gov/study/NCT02712320,22.9,1.9083333333333332
NCT01997229,792.0,913.0,1,https://clinicaltrials.gov/study/NCT01997229,30.433333333333334,2.536111111111111
NCT03136445,2454.0,2574.0,4,https://clinicaltrials.gov/study/NCT03136445,85.8,7.1499999999999995
NCT01491698,609.0,609.0,0,https://clinicaltrials.gov/study/NCT01491698,20.3,1.6916666666666667
NCT02549417,450.0,450.0,0,https://clinicaltrials.gov/study/NCT02549417,15.0,1.25
NCT02112149,1033.0,1033.0,1,https://clinicaltrials.gov/study/NCT02112149,34.43333333333333,2.869444444444444
NCT01379989,3487.0,3487.0,4,https://clinicaltrials.gov/study/NCT01379989,116.23333333333333,9.686111111111112
NCT04812509,405.0,679.0,1,https://clinicaltrials.gov/study/NCT04812509,22.633333333333333,1.886111111111111
NCT04552327,832.0,832.0,1,https://clinicaltrials.gov/study/NCT04552327,27.733333333333334,2.3111111111111113
NCT05297565,554.0,554.0,0,https://clinicaltrials.gov/study/NCT05297565,18.466666666666665,1.5388888888888888
NCT02834416,1338.0,1338.0,2,https://clinicaltrials.gov/study/NCT02834416,44.6,3.716666666666667
NCT01482442,1583.0,1583.0,2,https://clinicaltrials.gov/study/NCT01482442,52.766666666666666,4.397222222222222
NCT02332499,626.0,1551.0,2,https://clinicaltrials.gov/study/NCT02332499,51.7,4.308333333333334
NCT03691831,220.0,299.0,0,https://clinicaltrials.gov/study/NCT03691831,9.966666666666667,0.8305555555555556
NCT02422615,878.0,2773.0,4,https://clinicaltrials.gov/study/NCT02422615,92.43333333333334,7.702777777777778
NCT02376985,1101.0,1300.0,2,https://clinicaltrials.gov/study/NCT02376985,43.333333333333336,3.611111111111111
NCT03404648,813.0,813.0,1,https://clinicaltrials.gov/study/NCT03404648,27.1,2.2583333333333333
NCT03632135,1488.0,2051.0,3,https://clinicaltrials.gov/study/NCT03632135,68.36666666666666,5.697222222222222
NCT02472964,1339.0,2222.0,4,https://clinicaltrials.gov/study/NCT02472964,74.06666666666666,6.172222222222222
NCT03055026,1528.0,1587.0,2,https://clinicaltrials.gov/study/NCT03055026,52.9,4.408333333333333
NCT01673867,825.0,3332.0,4,https://clinicaltrials.gov/study/NCT01673867,111.06666666666666,9.255555555555555
NCT01677910,1168.0,1168.0,2,https://clinicaltrials.gov/study/NCT01677910,38.93333333333333,3.244444444444444
NCT01688479,394.0,578.0,0,https://clinicaltrials.gov/study/NCT01688479,19.266666666666666,1.6055555555555554
NCT04173494,665.0,1056.0,1,https://clinicaltrials.gov/study/NCT04173494,35.2,2.9333333333333336
NCT02225470,1464.0,1730.0,3,https://clinicaltrials.gov/study/NCT02225470,57.666666666666664,4.805555555555555
NCT02063659,749.0,749.0,1,https://clinicaltrials.gov/study/NCT02063659,24.966666666666665,2.0805555555555553
NCT03291977,1566.0,1566.0,2,https://clinicaltrials.gov/study/NCT03291977,52.2,4.3500000000000005
NCT01968213,1090.0,3013.0,4,https://clinicaltrials.gov/study/NCT01968213,100.43333333333334,8.369444444444445
NCT05189873,207.0,207.0,0,https://clinicaltrials.gov/study/NCT05189873,6.9,0.5750000000000001
NCT01332968,1671.0,3677.0,4,https://clinicaltrials.gov/study/NCT01332968,122.56666666666666,10.213888888888889
NCT01352117,1580.0,2568.0,4,https://clinicaltrials.gov/study/NCT01352117,85.6,7.133333333333333
NCT02840552,518.0,546.0,0,https://clinicaltrials.gov/study/NCT02840552,18.2,1.5166666666666666
NCT01413178,2718.0,2718.0,4,https://clinicaltrials.gov/study/NCT01413178,90.6,7.55
NCT03950674,1183.0,2677.0,4,https://clinicaltrials.gov/study/NCT03950674,89.23333333333333,7.436111111111111
NCT03134872,806.0,839.0,1,https://clinicaltrials.gov/study/NCT03134872,27.966666666666665,2.3305555555555553
NCT02910063,1144.0,1144.0,2,https://clinicaltrials.gov/study/NCT02910063,38.13333333333333,3.1777777777777776
NCT01216111,1936.0,1936.0,3,https://clinicaltrials.gov/study/NCT01216111,64.53333333333333,5.377777777777777
NCT02547363,290.0,639.0,0,https://clinicaltrials.gov/study/NCT02547363,21.3,1.7750000000000001
NCT03240224,365.0,365.0,0,https://clinicaltrials.gov/study/NCT03240224,12.166666666666666,1.0138888888888888
NCT02511639,2039.0,2193.0,3,https://clinicaltrials.gov/study/NCT02511639,73.1,6.091666666666666
NCT01190189,2428.0,2428.0,4,https://clinicaltrials.gov/study/NCT01190189,80.93333333333334,6.7444444444444445
NCT05254457,766.0,766.0,1,https://clinicaltrials.gov/study/NCT05254457,25.533333333333335,2.1277777777777778
NCT02548403,62.0,123.0,0,https://clinicaltrials.gov/study/NCT02548403,4.1,0.3416666666666666
NCT02580058,1003.0,2395.0,4,https://clinicaltrials.gov/study/NCT02580058,79.83333333333333,6.652777777777778
NCT04509622,192.0,192.0,0,https://clinicaltrials.gov/study/NCT04509622,6.4,0.5333333333333333
NCT01655693,1795.0,2525.0,4,https://clinicaltrials.gov/study/NCT01655693,84.16666666666667,7.013888888888889
NCT03265574,2130.0,2130.0,3,https://clinicaltrials.gov/study/NCT03265574,71.0,5.916666666666667
NCT03217812,952.0,2297.0,4,https://clinicaltrials.gov/study/NCT03217812,76.56666666666666,6.3805555555555555
NCT02680041,518.0,518.0,0,https://clinicaltrials.gov/study/NCT02680041,17.266666666666666,1.4388888888888889
NCT02076815,365.0,424.0,0,https://clinicaltrials.gov/study/NCT02076815,14.133333333333333,1.1777777777777778
NCT01605227,792.0,973.0,1,https://clinicaltrials.gov/study/NCT01605227,32.43333333333333,2.7027777777777775
NCT01281904,1249.0,1249.0,2,https://clinicaltrials.gov/study/NCT01281904,41.63333333333333,3.4694444444444446
NCT03403712,187.0,187.0,0,https://clinicaltrials.gov/study/NCT03403712,6.233333333333333,0.5194444444444445
NCT02286778,335.0,547.0,0,https://clinicaltrials.gov/study/NCT02286778,18.233333333333334,1.5194444444444446
NCT02746796,1401.0,2452.0,4,https://clinicaltrials.gov/study/NCT02746796,81.73333333333333,6.811111111111111
NCT03483194,592.0,652.0,0,https://clinicaltrials.gov/study/NCT03483194,21.733333333333334,1.8111111111111111
NCT01810393,2227.0,2227.0,4,https://clinicaltrials.gov/study/NCT01810393,74.23333333333333,6.186111111111111
NCT01938001,1674.0,2988.0,4,https://clinicaltrials.gov/study/NCT01938001,99.6,8.299999999999999
NCT01756885,1976.0,1976.0,3,https://clinicaltrials.gov/study/NCT01756885,65.86666666666666,5.488888888888888
NCT02288247,1977.0,3390.0,4,https://clinicaltrials.gov/study/NCT02288247,113.0,9.416666666666666
NCT02794493,1005.0,1120.0,1,https://clinicaltrials.gov/study/NCT02794493,37.333333333333336,3.111111111111111
NCT03901339,1626.0,1626.0,3,https://clinicaltrials.gov/study/NCT03901339,54.2,4.516666666666667
NCT03689712,1045.0,1787.0,3,https://clinicaltrials.gov/study/NCT03689712,59.56666666666667,4.9638888888888895
NCT02068092,2769.0,2769.0,4,https://clinicaltrials.gov/study/NCT02068092,92.3,7.691666666666666
NCT02890784,2433.0,2433.0,4,https://clinicaltrials.gov/study/NCT02890784,81.1,6.758333333333333
NCT02385318,303.0,303.0,0,https://clinicaltrials.gov/study/NCT02385318,10.1,0.8416666666666667
NCT03140449,1159.0,1328.0,2,https://clinicaltrials.gov/study/NCT03140449,44.266666666666666,3.6888888888888887
NCT04925557,565.0,630.0,0,https://clinicaltrials.gov/study/NCT04925557,21.0,1.75
NCT01381809,1188.0,1553.0,2,https://clinicaltrials.gov/study/NCT01381809,51.766666666666666,4.313888888888889
NCT02609828,1786.0,2067.0,3,https://clinicaltrials.gov/study/NCT02609828,68.9,5.741666666666667
NCT01412957,943.0,1827.0,3,https://clinicaltrials.gov/study/NCT01412957,60.9,5.075
NCT03406156,1159.0,1795.0,3,https://clinicaltrials.gov/study/NCT03406156,59.833333333333336,4.986111111111112
NCT03491540,1876.0,1926.0,3,https://clinicaltrials.gov/study/NCT03491540,64.2,5.3500000000000005
NCT02772965,2014.0,2014.0,3,https://clinicaltrials.gov/study/NCT02772965,67.13333333333334,5.594444444444445
NCT02125461,1013.0,3396.0,4,https://clinicaltrials.gov/study/NCT02125461,113.2,9.433333333333334
NCT03551626,768.0,1114.0,1,https://clinicaltrials.gov/study/NCT03551626,37.13333333333333,3.0944444444444446
NCT01724021,761.0,761.0,1,https://clinicaltrials.gov/study/NCT01724021,25.366666666666667,2.113888888888889
NCT01692678,1526.0,1526.0,2,https://clinicaltrials.gov/study/NCT01692678,50.86666666666667,4.238888888888889
NCT01335399,2980.0,3683.0,4,https://clinicaltrials.gov/study/NCT01335399,122.76666666666667,10.230555555555556
NCT02545504,1310.0,1310.0,2,https://clinicaltrials.gov/study/NCT02545504,43.666666666666664,3.638888888888889
NCT01932970,155.0,1282.0,2,https://clinicaltrials.gov/study/NCT01932970,42.733333333333334,3.5611111111111113
NCT01464086,1982.0,2174.0,3,https://clinicaltrials.gov/study/NCT01464086,72.46666666666667,6.038888888888889
NCT03372837,715.0,715.0,1,https://clinicaltrials.gov/study/NCT03372837,23.833333333333332,1.986111111111111
NCT01290939,1461.0,3105.0,4,https://clinicaltrials.gov/study/NCT01290939,103.5,8.625
NCT02385188,1035.0,1645.0,3,https://clinicaltrials.gov/study/NCT02385188,54.833333333333336,4.569444444444445
NCT02041533,827.0,2983.0,4,https://clinicaltrials.gov/study/NCT02041533,99.43333333333334,8.286111111111111
NCT01544790,1583.0,1583.0,2,https://clinicaltrials.gov/study/NCT01544790,52.766666666666666,4.397222222222222
NCT01855750,1637.0,2040.0,3,https://clinicaltrials.gov/study/NCT01855750,68.0,5.666666666666667
NCT03762343,700.0,700.0,1,https://clinicaltrials.gov/study/NCT03762343,23.333333333333332,1.9444444444444444
NCT02031432,835.0,867.0,1,https://clinicaltrials.gov/study/NCT02031432,28.9,2.408333333333333
NCT02131064,554.0,1434.0,2,https://clinicaltrials.gov/study/NCT02131064,47.8,3.983333333333333
NCT02474355,1308.0,1308.0,2,https://clinicaltrials.gov/study/NCT02474355,43.6,3.6333333333333333
NCT01837446,366.0,458.0,0,https://clinicaltrials.gov/study/NCT01837446,15.266666666666667,1.2722222222222224
NCT03195491,1261.0,1261.0,2,https://clinicaltrials.gov/study/NCT03195491,42.03333333333333,3.5027777777777778
NCT01908426,1481.0,2665.0,4,https://clinicaltrials.gov/study/NCT01908426,88.83333333333333,7.402777777777778
NCT03197077,1886.0,1886.0,3,https://clinicaltrials.gov/study/NCT03197077,62.86666666666667,5.238888888888889
NCT04889599,141.0,148.0,0,https://clinicaltrials.gov/study/NCT04889599,4.933333333333334,0.41111111111111115
NCT03997188,694.0,730.0,1,https://clinicaltrials.gov/study/NCT03997188,24.333333333333332,2.0277777777777777
NCT05169801,634.0,1239.0,2,https://clinicaltrials.gov/study/NCT05169801,41.3,3.4416666666666664
NCT01618370,752.0,1316.0,2,https://clinicaltrials.gov/study/NCT01618370,43.86666666666667,3.6555555555555554
NCT01421836,1614.0,1766.0,3,https://clinicaltrials.gov/study/NCT01421836,58.86666666666667,4.905555555555556
NCT02364999,761.0,975.0,1,https://clinicaltrials.gov/study/NCT02364999,32.5,2.7083333333333335
NCT02352948,1123.0,3151.0,4,https://clinicaltrials.gov/study/NCT02352948,105.03333333333333,8.752777777777778
NCT03277105,608.0,2268.0,4,https://clinicaltrials.gov/study/NCT03277105,75.6,6.3
NCT03745716,686.0,1099.0,1,https://clinicaltrials.gov/study/NCT03745716,36.63333333333333,3.0527777777777776
NCT03875092,1258.0,2337.0,4,https://clinicaltrials.gov/study/NCT03875092,77.9,6.491666666666667
NCT02866019,1036.0,1036.0,1,https://clinicaltrials.gov/study/NCT02866019,34.53333333333333,2.8777777777777778
NCT02360215,1034.0,1517.0,2,https://clinicaltrials.gov/study/NCT02360215,50.56666666666667,4.2138888888888895
NCT01523587,595.0,2123.0,3,https://clinicaltrials.gov/study/NCT01523587,70.76666666666667,5.897222222222222
NCT02116530,243.0,457.0,0,https://clinicaltrials.gov/study/NCT02116530,15.233333333333333,1.2694444444444444
NCT02574780,609.0,822.0,1,https://clinicaltrials.gov/study/NCT02574780,27.4,2.283333333333333
NCT02870582,1219.0,1219.0,2,https://clinicaltrials.gov/study/NCT02870582,40.63333333333333,3.386111111111111
NCT02165215,2064.0,2064.0,3,https://clinicaltrials.gov/study/NCT02165215,68.8,5.733333333333333
NCT04703803,214.0,638.0,0,https://clinicaltrials.gov/study/NCT04703803,21.266666666666666,1.7722222222222221
NCT02887976,400.0,400.0,0,https://clinicaltrials.gov/study/NCT02887976,13.333333333333334,1.1111111111111112
NCT03645018,364.0,364.0,0,https://clinicaltrials.gov/study/NCT03645018,12.133333333333333,1.011111111111111
NCT02419118,273.0,273.0,0,https://clinicaltrials.gov/study/NCT02419118,9.1,0.7583333333333333
NCT02323022,1857.0,2588.0,4,https://clinicaltrials.gov/study/NCT02323022,86.26666666666667,7.188888888888889
NCT01721746,1152.0,2930.0,4,https://clinicaltrials.gov/study/NCT01721746,97.66666666666667,8.13888888888889
NCT04239560,229.0,320.0,0,https://clinicaltrials.gov/study/NCT04239560,10.666666666666666,0.8888888888888888
NCT01310387,365.0,517.0,0,https://clinicaltrials.gov/study/NCT01310387,17.233333333333334,1.4361111111111111
NCT02566993,1273.0,1273.0,2,https://clinicaltrials.gov/study/NCT02566993,42.43333333333333,3.536111111111111
NCT02573324,2647.0,2647.0,4,https://clinicaltrials.gov/study/NCT02573324,88.23333333333333,7.352777777777778
NCT01164722,1552.0,1918.0,3,https://clinicaltrials.gov/study/NCT01164722,63.93333333333333,5.3277777777777775
NCT02713867,1147.0,2065.0,3,https://clinicaltrials.gov/study/NCT02713867,68.83333333333333,5.736111111111111
NCT01578239,1058.0,3056.0,4,https://clinicaltrials.gov/study/NCT01578239,101.86666666666666,8.488888888888889
NCT02001506,1125.0,1125.0,1,https://clinicaltrials.gov/study/NCT02001506,37.5,3.125
NCT03288987,664.0,664.0,0,https://clinicaltrials.gov/study/NCT03288987,22.133333333333333,1.8444444444444443
NCT04085367,520.0,555.0,0,https://clinicaltrials.gov/study/NCT04085367,18.5,1.5416666666666667
NCT02061657,365.0,395.0,0,https://clinicaltrials.gov/study/NCT02061657,13.166666666666666,1.097222222222222
NCT01307878,3287.0,3287.0,4,https://clinicaltrials.gov/study/NCT01307878,109.56666666666666,9.130555555555555
NCT03532776,226.0,651.0,0,https://clinicaltrials.gov/study/NCT03532776,21.7,1.8083333333333333
NCT01653743,791.0,821.0,1,https://clinicaltrials.gov/study/NCT01653743,27.366666666666667,2.2805555555555554
NCT03333265,1095.0,1369.0,2,https://clinicaltrials.gov/study/NCT03333265,45.63333333333333,3.8027777777777776
NCT04838626,808.0,808.0,1,https://clinicaltrials.gov/study/NCT04838626,26.933333333333334,2.2444444444444445
NCT01968941,2854.0,2916.0,4,https://clinicaltrials.gov/study/NCT01968941,97.2,8.1
NCT03686215,766.0,912.0,1,https://clinicaltrials.gov/study/NCT03686215,30.4,2.533333333333333
NCT01497951,2072.0,2072.0,3,https://clinicaltrials.gov/study/NCT01497951,69.06666666666666,5.7555555555555555
NCT03248440,382.0,382.0,0,https://clinicaltrials.gov/study/NCT03248440,12.733333333333333,1.0611111111111111
NCT01345175,4349.0,4349.0,4,https://clinicaltrials.gov/study/NCT01345175,144.96666666666667,12.080555555555556
NCT02030717,1185.0,1185.0,2,https://clinicaltrials.gov/study/NCT02030717,39.5,3.2916666666666665
NCT02997358,1652.0,1652.0,3,https://clinicaltrials.gov/study/NCT02997358,55.06666666666667,4.5888888888888895
NCT05564286,760.0,790.0,1,https://clinicaltrials.gov/study/NCT05564286,26.333333333333332,2.194444444444444
NCT03304054,653.0,697.0,1,https://clinicaltrials.gov/study/NCT03304054,23.233333333333334,1.9361111111111111
NCT01154192,1065.0,1127.0,1,https://clinicaltrials.gov/study/NCT01154192,37.56666666666667,3.130555555555556
NCT02314117,728.0,2033.0,3,https://clinicaltrials.gov/study/NCT02314117,67.76666666666667,5.647222222222222
NCT03512756,1484.0,1484.0,2,https://clinicaltrials.gov/study/NCT03512756,49.46666666666667,4.122222222222223
NCT01857466,304.0,304.0,0,https://clinicaltrials.gov/study/NCT01857466,10.133333333333333,0.8444444444444444
NCT02370498,899.0,2222.0,4,https://clinicaltrials.gov/study/NCT02370498,74.06666666666666,6.172222222222222
NCT03180307,811.0,994.0,1,https://clinicaltrials.gov/study/NCT03180307,33.13333333333333,2.761111111111111
NCT02969681,1459.0,1459.0,2,https://clinicaltrials.gov/study/NCT02969681,48.63333333333333,4.052777777777778
NCT03029234,584.0,1526.0,2,https://clinicaltrials.gov/study/NCT03029234,50.86666666666667,4.238888888888889
NCT03117049,972.0,2365.0,4,https://clinicaltrials.gov/study/NCT03117049,78.83333333333333,6.569444444444444
NCT01429051,519.0,519.0,0,https://clinicaltrials.gov/study/NCT01429051,17.3,1.4416666666666667
NCT02499783,641.0,851.0,1,https://clinicaltrials.gov/study/NCT02499783,28.366666666666667,2.363888888888889
NCT02149108,596.0,700.0,1,https://clinicaltrials.gov/study/NCT02149108,23.333333333333332,1.9444444444444444
NCT01524783,973.0,3052.0,4,https://clinicaltrials.gov/study/NCT01524783,101.73333333333333,8.477777777777778
NCT03059238,911.0,911.0,1,https://clinicaltrials.gov/study/NCT03059238,30.366666666666667,2.5305555555555554
NCT01479244,1786.0,1786.0,3,https://clinicaltrials.gov/study/NCT01479244,59.53333333333333,4.961111111111111
NCT03337724,1824.0,1824.0,3,https://clinicaltrials.gov/study/NCT03337724,60.8,5.066666666666666
NCT01701232,1949.0,1949.0,3,https://clinicaltrials.gov/study/NCT01701232,64.96666666666667,5.413888888888889
NCT01964391,1035.0,1738.0,3,https://clinicaltrials.gov/study/NCT01964391,57.93333333333333,4.8277777777777775
NCT01639001,1004.0,2657.0,4,https://clinicaltrials.gov/study/NCT01639001,88.56666666666666,7.3805555555555555
NCT02755597,1708.0,2226.0,4,https://clinicaltrials.gov/study/NCT02755597,74.2,6.183333333333334
NCT02576574,2230.0,3014.0,4,https://clinicaltrials.gov/study/NCT02576574,100.46666666666667,8.372222222222222
NCT02226185,1519.0,1519.0,2,https://clinicaltrials.gov/study/NCT02226185,50.63333333333333,4.219444444444444
NCT03185013,1106.0,1378.0,2,https://clinicaltrials.gov/study/NCT03185013,45.93333333333333,3.8277777777777775
NCT02399059,1520.0,1520.0,2,https://clinicaltrials.gov/study/NCT02399059,50.666666666666664,4.222222222222222
NCT02200614,1452.0,2467.0,4,https://clinicaltrials.gov/study/NCT02200614,82.23333333333333,6.852777777777778
NCT03389724,1448.0,1448.0,2,https://clinicaltrials.gov/study/NCT03389724,48.266666666666666,4.022222222222222
NCT01385826,1224.0,1520.0,2,https://clinicaltrials.gov/study/NCT01385826,50.666666666666664,4.222222222222222
NCT03739684,275.0,275.0,0,https://clinicaltrials.gov/study/NCT03739684,9.166666666666666,0.7638888888888888
NCT01591746,1812.0,1812.0,3,https://clinicaltrials.gov/study/NCT01591746,60.4,5.033333333333333
NCT01666808,3516.0,3516.0,4,https://clinicaltrials.gov/study/NCT01666808,117.2,9.766666666666667
NCT04028050,1431.0,1431.0,2,https://clinicaltrials.gov/study/NCT04028050,47.7,3.975
